created_at,full_text,sentiment
2020-12-29T13:50:18+00:00,"@andreasharsono Trimakasih pak menteri @BudiGSadikin sdh menjelaskan dgn bahasa yg mudah saya mengerti.
 Salam hormat saya ðŸ™ðŸ™ðŸ™, sukses ya pak, semoga covid segera mereda ðŸ¤²ðŸ˜‡.",1
2020-12-29T12:09:12+00:00,"@sahaL_AS menteri menteri juga pada kena covid,padahal ga ada nyinyirin si ulil.kamu waras hal?",2
2020-12-29T06:19:53+00:00,"Cuma yg beginian yg bisa pak mpud kerjakan selama duduk di menteri??
 Pak udh kacau kali loh covid ini.. Mau goyang ubur2 lagi?? Ekonomi lagi nyungsep senyungsep2nya",0
2020-12-29T01:37:58+00:00,"@haidar_rahmat @TxtdariHI Ngomongnya aja ditutup, Ngab. Tapi buat menteri yg halan halan dan dines di luar negeri masih buka kok. ðŸ¤£ Jadi yaaa masih berpotensi ni covid migrasi kesini.",0
2020-12-28T05:24:13+00:00,"MenKes &amp; menteri Pariwisata yg baru tugasnya beda tapi harus sinergis spy dpt pesannya.... Menkes gimana Covid 19 bisa ditekan jangan malah naik terus , menteri Pariwisata tugasnya spy pariwisata tetap jalan di masa pendemi ...pusing juga ya agak berlawanan...ayo cari solusi ..ðŸ˜‡",2
2020-12-27T10:08:31+00:00,"Selama pandemi covid-19 ini ;
 1. kiyai banyak yang meninggal...
 2. para tenaga kesehatan banyak yg meninggal...
 
 dari kalangan menteri kabinet, apakah sudah ada yg meninggal karena covid-19?
 kalau ada menteri apa ya?",2
2020-12-27T09:18:32+00:00,"Udah 2 menteri yg ambil big step nih
 1. menteri agama ngucapin natal yg cukup powerful 
 2. Kemenkes acc alat deteksi Covid 19 yg sekali tes cukup 25rb aja (harusnya sih acc dari menkes baru ya)
 
 Kita lihat apakah dampaknya bagus ato ndakðŸ¤£",2
2020-12-27T08:34:12+00:00,"noh menteri baru pada ganti, mending beritain ituu, pengalihan isu ni yaa, pasien covid noh ngentot sama petugas di wisama atlet",0
2020-12-27T04:36:42+00:00,"@txtdrpemerintah Bener sih, gunain dana triliunan tu gak gampang lho, mungkin pak terawan berhati hati make duit anggaran covid, beda sama menteri 10rb ðŸ¤­ðŸ¤£",1
2020-12-26T13:28:14+00:00,@LisaAmartatara3 Insyaallah ga covid tapi panas tinggi sebab sandi jadi menteri jokowi.,2
2020-12-26T10:48:21+00:00,"""seiring dengan teratasinya covid19"" baru beberapa hari jadi menteri, paoknya udah gak ketulungan, sejak kapan covid teratasi di Indonesia ini? Gelombang pertama aja blom lewat",0
2020-12-26T09:20:27+00:00,"@marlina_idha @PutraWadapi Klo uda bgni rakyat lg yg bantalan mrk, dlo saat"" awal covid justru jadi bhn guyonan menteri,.pak @mohmahfudmd blg tangkal dgnnn goyang ubur""lah, menteri BKPM bahlil blg covid susah msk RI krn bla bla bla cb sja cek jejak digital mrk.",0
2020-12-26T05:19:57+00:00,"sandiuno Izin bang ambil poster nya
 Mau saya sampaikan kepada penjuru indonesia bahwa abang asal bicara,gak pakai data,
 
 Sejak kapan pandemi teratasi.
 Hampir seluruh media memberitakan peningkatan casus covid-19
 
 Gak pantas menteri dan terpelajar",0
2020-12-26T04:47:27+00:00,"@geloraco Mensos baru kaget lihat dana bansos covid, Yg ini lm jadi menteri jg kaget, pemimpin tertingginya jg 
 Kagetan.
 
 Aku juga barusan kaget..kamu kaget gak!..",2
2020-12-26T01:06:04+00:00,Boro2 mikirin wisata ketemu nenek kakeknya aja ga bisa padahal sama2 dijakarta itulah nasib anak2 saya 9 bulan dirumah ajaðŸ˜‘ ini malah ngomongin wisata mentang2 baru jadi menteri mau sok bikin gebrakan ga mikirin efeknya ðŸ¤ª mau sampe kapan,0
2020-12-26T00:44:37+00:00,@berlian_idris @BudiGSadikin Boro2 mikirin witasa ketemu nenek kakeknya aja ga bisa padahal sama2 dijakarta itulah nasib anak2 saya 9 bulan dirumah ajaðŸ˜‘ ini malah ngomongin wisata mentang2 baru jadi menteri mau sok bikin gebrakan ga mikirin efeknya ðŸ¤ª,0
2020-12-25T15:56:23+00:00,"@mohmahfudmd Klw menteri bebas Protokol 3 M 
 Rakyat Jelat tetap harus patuh protokol 3 M 
 Karna, kalau kita tertular covid-19 peluang hidup kita hanya 30%ðŸ™‚.",2
2020-12-25T13:03:02+00:00,"@KompasTV Ibu risama pas.. 
 Basmi tu,, orang mampu sengaja miskin, yg dpt bantuan selama covid.. 
 Periksa dan cek ulang datanya bu menteri
 Kl kedapatan suruh kembaliin bu..",1
2020-12-25T12:27:28+00:00,@OvanGhozali Berawal dr kesombongan kepongahan dan anggap enteng pandemi akhirnya terlambat antisipasi Covid 19. Begitu meledak baru panik. Yg konyol kebanyakan Tim termasuk Tim terahir menteri segala urusan,0
2020-12-25T12:11:21+00:00,"menteri hak prerogatif presiden;klo #Terawan bkn gk mampu siapa pun dia pasti berat melawati masa pandemi bahkan ngr maju di eropa&amp;usa byk ilmuwan&amp;alat canggih dn modern msih kawalahan menghadapi covid""trima ksih Dr Terawan atas pengabdian buat bangsa dan negara""ðŸ™@jokowi @KemenkesRI",1
2020-12-25T12:07:39+00:00,"menteri hak prerogatif presiden;klo #Terawan bkn gk mampu siapa pun dia pasti berat melawati masa pandemi bahkan negara2 maju di eropa dn usa yg byk ilmuwan dn peralatan canggih dn modern msih kawalahan menghadapi covid""trima ksih Dr Terawan atas pengabdian buat bangsa dan negara""ðŸ™",1
2020-12-25T11:03:19+00:00,@andiilhamR1 Dengan penularan covid yang makin masif ..ditambah varian baru...ditambah liburan tetap ramai...ditambah ada menteri yg justru fokus ke pariwisata..ditambah yg tayang di tv cuma pake faceshield.. ya suram dok..,0
2020-12-25T09:14:56+00:00,"Dengan ditemukannya varian baru covid yang lebih ganas ini apakah @Itjen_Kemdikbud akan tetap membuka sekolah tatap muka di awal thn 2021?
 
 Inget loh pak menteri ini terkait nyawa generasi muda yang jadi taruhannya? 
 
 Jangan sampai mengambil kebijakan yang hanya merugikan mrka.!",0
2020-12-25T05:17:42+00:00,"iya pak maaf ya. kita orang kecil cuma bisa nyusahin pemerentah. ikut pilkada, percaya kalung anti virus, percaya covid ga masuk indonesia karna kita hobby makan nasi kucing, miskin pula sampe butuh bansos. coba ga butuh bansos, ga ada menteri yg ditangkep kpk kan.",0
2020-12-25T04:40:51+00:00,"@itugorengan @strrnstf @pewdidin @tubirfess Org menteri yg korupsi dana covid aja harus hukum mati tapi gada kabarnya sampe sekarang ðŸ¤·ðŸ»
 Selama emg sanksinya jelas, gak asal2an yaa gak bakal kena ham sih",0
2020-12-25T00:34:04+00:00,"Katanya covid mengubah semuanya. hehe.. Selanjutnya sudah tau aja. Tapi kita lihat aja aksinya nnti hasil menjadi menteri bagaimana, jika berhasil baik, tak salah kita dukung selanjutnya.",1
2020-12-25T00:30:14+00:00,@conan_idn @aniesbaswedan Hey waku wiku wagu... Ambil spion terus tampol tuh menteri menteri yang dulu remehin covid..,0
2020-12-24T14:24:22+00:00,@YaqutCQoumas Terima kasih Pak menteri yang membuat suasana Natal kami penuh dengan sukacita walaupun secara nyata kita sedang ada dlm situasi yg sangat prihatin krn covid tapi Natal kali ini terasa begitu indah dan Damai dgnn kehadiran seorang menteri Agama,1
2020-12-24T12:43:26+00:00,"@MensosRI @muhadjir_ef @KemensosRI Semua bantuan apapun g peernah saya dapatkan semenjak ada bantuan covid 19,semoga dengan ada nya bu risama menjadi menteri,,perubahan itu bisa terjadi",1
2020-12-24T11:15:48+00:00,"Udh di belain utang2 krn wabah covid,msh aja di korup sama menteri kan gk punya otak..yg korup jg dari kader partai mak banteng...tapi media rame soal HRS dan FPI,emng HRS dan FPI merugikan ngra berapa?media yg netral dong beritakan trs kasus korupsi yg jls merugikan negara",0
2020-12-24T10:34:43+00:00,"@dokterparu @BudiGSadikin Saya baca twit ini dengan menangis..
 
 Pak menteri tolong lindungi para nakes sebaik2nya agar Indonesia tetap mampu melawan Covid 19 .",1
2020-12-24T08:08:52+00:00,"Dari 6 menteri yg di copot dari jabatannya, mereka ber 6 masuk dalam bagian orang indonesia yang kehilangan pekerjaan akibat covid 19. Mungkin setelah itu jualan parfum untuk melanjutkan hidupnya",0
2020-12-24T06:25:04+00:00,@FerdinandHaean3 Setuju krn hal tersebut merupakan hak prerogatif presiden;tp klo menteri terawan bukan berarti gk mampu krn msa pandemi siapa pun orang pasti berat melewati masa pandemi bahkan negara2 maju di eropa dn usa yg byk ilmuwan dn peralatan canggih,1
2020-12-24T03:38:31+00:00,@BantengKrw Mudah mudahan dgnn berganti Mensos ini jadi bisa adil .kami yg nga mampu ini bisa dapat bantuan .mulai dari ada covid 19.nga pernah dapat .bantuan padahal kami bukan orang kaya Bu menteri .cari makan pun susah,1
2020-12-24T03:24:29+00:00,"Abang sandi kena covid terus di angkat jadi menteri
 
 Ketika jutaan orang lain diangkat sakitnya dan di terima amal ibadahnya",2
2020-12-24T02:29:00+00:00,"Engkau bukan kalah pak, bahkan jasamu luar biasa di awal covid untuk tidak menyetujui lockdown. Terus berjuang di mana medan pertempuranmu. Semangatmu pasti diteruskan oleh menteri yang baru.",1
2020-12-24T00:17:34+00:00,"Semoga dengan bergantinya menteri @KemenkesRI, berganti pula pemasuk vaksin covid-19 di Indonesia dan vaksin sinovac dibatalkan diganti dengan vaksin lain seperti pfizer atau moderna....ðŸ˜ŠðŸ¤­",1
2020-12-23T23:56:34+00:00,"@jokowi insya allah semoga dgnn di lantiknya para menteri"" baru, akan membawa kemaslahatan bagi kita semua. jangan lupa 3 m. agar virus covid 19 tdk semakin menggerogoti kita. sehat selalu pak presiden.",1
2020-12-23T23:37:38+00:00,@kompascom Hanya mau liat seberapa cepat menteri penggantinya mengatasi covid...apakah lebih cepat dari china tempat dimana virus dibeli...cegah covid butuh kedisiplinan bukan gerak cepat...plinplan...,0
2020-12-23T21:59:00+00:00,"@DonAdam68 Kalo d tanya pak mendagri...bu, gmn kondisi covid d sby ? Eh, djawab...sy ini menteri loh pak!!
 Dn perbincangan pun terhenti..
 
 krik..krik..krik",2
2020-12-23T12:23:03+00:00,"@Ary_pakeY Karena Covid jadi susah cari duit.., kan lumayan jadi menteri",2
2020-12-23T09:52:26+00:00,@KemenkesRI @BudiGSadikin Selamat bertugas pak menteri tugas berat di pundak kalian...bersamailah anak anak kalian yg berjuang di garda terdepan bertempur covid 19...........nyawa sudah kawan kawan kami pertaruhkan bagi bangsa ini. ðŸ™ðŸ™ðŸ™ðŸ™,1
2020-12-23T09:47:43+00:00,"Jadi kepikiran ketika menteri kesehatan ga ada latar belakang medis, masyarakat yang ga percaya covid akan semakin leluasa dengan dalil ""menteri kesehatannya saja tidak dari medis bisa kok kenapa kami tidak boleh bicara tentang ini"" ðŸ˜¶ semoga yang terbaik aja",0
2020-12-23T08:12:11+00:00,Kemaren musisi bilang covid katanya musisi bukan nakes gak usah ngomongin covid. Skrng menteri kesehatan yang sekarang bukan dari kesehatan.,0
2020-12-23T06:08:20+00:00,"Ini beberapa orang yang kenak PHK karena covid-19 di indonesia
 1. Terawan
 2. Wishnutama
 3. Fachful razi
 4. Agus suparmanto
 5. Muhadjir 
 
 Bersabar semoga lekas dapat pekerjaan baru ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
 #Wishnutama 
 #menteri",1
2020-12-23T05:17:51+00:00,@sandiuno Alhamdulillah.. jadi menteri membuat sembuh dr covid.. Berkah menteri ðŸ¤²,1
2020-12-23T05:15:45+00:00,"Tidak hanya rakyat biasa yg kehilangan pekerjaan karena covid, menteri pun juga ada yaitu Pak Terawan
 
 #COVID19 #coronamaatregelen",1
2020-12-23T05:10:21+00:00,Sy ucapkan trmksh untuk ibu menteri @idafauziyah melalui program kartu kartu @PrakerjaId bersama jajaran @disnaker. Tp yg sy sesalkan kenapa mitra prakerja @gojekindonesia malah merampas hak kita yg sedang dilanda kesusahan dgn adanya wabah Covid-19.,1
2020-12-23T04:32:45+00:00,"@sandiuno Selamat pak menteri, kami tunggu kreatifitasmu utk menghidupkan kembali pariwisata setelah terpuruk selama ini akibat covid.",1
2020-12-23T04:04:53+00:00,"@sandiuno Covid nya bawa berkah y um.. lansung jadi menteri,,ðŸ˜¯
 Selamat um...ðŸ‘ðŸ‘ðŸ‘",1
2020-12-23T02:53:21+00:00,semoga ada sistem sowan juga ya ke dokter2 biar PR menteri nambah soalnya masalah kesehatan di indo bukan cuman covid bund :),2
2020-12-23T02:17:40+00:00,Para menteri pun ikut kehilangan jabatan krna covid..,0
2020-12-23T02:11:20+00:00,@jokowi Mantap menteri nya pak presiden ini secara kualitas sdh ok tinggal ritme kolaborasi untuk jangka pendek atasi covid 19,1
2020-12-22T22:16:25+00:00,"diluar pro-kontru penunjukan menteri baru, semoga celetukan â€œcovid selesai setelah pilkadaâ€ segera terealisasikan, aminðŸ™ðŸ˜­.
 
 Selamat Bertugas Bapak-Ibu.",1
2020-12-22T15:17:28+00:00,"Pandemi covid-19 ini belum berakhir bahkan semakin meluas apakah menteri yang baru bisa memberikan efek menurunkan penularan dengan kebijakannya, mari kita tunggu.",1
2020-12-22T15:06:35+00:00,"@DianEmji @mnurfirdaus_ @dianseptiarii Jgn jgn pak terawan ini sengaja ngeluarin statment aneh soal covid biar dia bisa dicopot jadi menteri, biar bisa balik jadi dokter ðŸ‘ï¸ðŸ‘„ðŸ‘ï¸",0
2020-12-22T14:49:07+00:00,"NANTI DLU KOK ADA YG ANEHðŸ¤”
 
 pak sandiaga uno kmrin kek nya kena covid knp langsung sembuh
 
 Satu lgi menteri kesehatan bru kok dri wamen BUMN
 
 Hem aneh sumpah dahðŸ˜…",0
2020-12-22T14:35:25+00:00,"@VIVAcoid Kata pak wisnu : gw bisa apa,, baru jadi menteri udah diterjang covid,, pariwisata ditutup,, 
 Uno pun bisa apa,,? Tak tunggu,,,ðŸ˜‚",2
2020-12-22T14:34:05+00:00,"Tolong bgt dokter terawan itu baik bgt, dan bagus bgt (sebagai dokter)... bidangnya emg bukan politik... ditambah pas covid, mau cari dokter yg paling dokter juga pasti takut kalo harus jadi menteri pas ngadepin covid :(",1
2020-12-22T14:11:54+00:00,"Semoga wabah pandemi covid-19 cepat berlalu, siapapun yg akan jadi menteri kes nya, semua warga +62 semoga sehat",1
2020-12-22T12:23:55+00:00,"Tugas pertama bu risama sebagai mensos adalah mendaftarkan, memvalidasi dan merealisasikan bantuan sosial untuk orang yang kehilangan pekerjaan saat covid pada para mantan menteri",1
2020-12-22T12:06:48+00:00,@maulsr menteri terawan salah satu pekerja yang kehilangan pekerjaan karena COVID.,2
2020-12-22T12:05:16+00:00,"udah pasti menkes terawan diganti, aku kira bakal orang kesehatan lagi yg jadi menkesnya. apa bisa orang BUMN mimpin menteri Kesehatan ? walaupun emang dia punya pengalaman jadi ketua satgas covid 19. apa sudah berhasil ?",0
2020-12-22T11:57:30+00:00,"Sungguh lucu, menteri kesehatan yg KATANYA sukses tangani covid, di undang WHO lagi, eh tapi kok di reshuffle ? (bercanda nanya)",0
2020-12-22T11:49:35+00:00,"Semua berharap 31 Des 20 covid usai. Tapi kenyataannya dengan banyak nya new mutated strain dan kolapsnya sistem kesehatan, sepertinya 2020 baru beginning phase nya ðŸ˜·ðŸ˜·. 
 
 Udah macam komik/novel fantasi dah ini. Semoga menteri kesehatan baru bisa lebih bagus penanganan covid nya.",1
2020-12-22T11:32:38+00:00,Orang IT dan banking ditunjuk jadi menteri kesehatan di saat COVID.,2
2020-12-22T10:53:30+00:00,"Semoga dgnn d resuffle nya menteri Indonesia bangkit lgi kedepan
 
 Masak kita klh dgnn Cina yg pertumbuhan ekonomi nya yg sudah positif dn siap tempur dia
 
 Kita mlh masih sibuk ngurusin Ormas, covid dll
 
 Dri diri kita sendiri dlu bangun pgi kerja belajar gk males-malesan
 AYO BANGKIT",1
2020-12-22T10:31:46+00:00,Tp wajar sih sandi jadi menteri pariwisata... lg masa covid gini butuh org yg paham ttg krisis dan recoverynya... sektor ini kan hancur lebur gr2 covid...,1
2020-12-22T10:19:01+00:00,"Kayanya budi sadikin dipilih jadi menteri karena latar belakang bankirnya, alias kebijakan2 covid ke depan mungkin akan tetap berat ke dampak ekonomi daripada penuntasan pandeminya ðŸ˜ž. Fisika nuklirnya mah kayanya salah jurusan weh",1
2020-12-22T10:18:35+00:00,Perombakan di tengah wabah covid..gimana nih sepak terjangnya menteri baru..tambah maju apa tambah loyo negri ini...selamat bekerja..para menteri baru .semoga tambah maju...,1
2020-12-22T10:09:42+00:00,Saya jadi lebih percaya lg sm pak @jokowi yg selama Ini kt dukung. Selama ini sy komen sinis krn untuk kebaikan pak jokowi dan skrg sdh terbukti bpk mendengar kt selama ini. dari menteri agama dll. skrg pak jokowi hrs fokus sm covid krn setiap hr yg positif tambah banyak,1
2020-12-22T09:59:52+00:00,@arfandadi @detikcom saat dia jadi menteri . kondisi pariwisata lagi hancur karena covid.,2
2020-12-22T09:35:44+00:00,Sekarang covid penangan ngaco aku akan semakain ribut di group fisika2an .. berharap nyampe ke temen angkatan pak menteri biar bisa langsung goblok2in siapa tau dia dengar,0
2020-12-22T09:32:38+00:00,Gara covid . Mungkin menteri lalu &gt; gak bs berprestasi,0
2020-12-22T09:09:20+00:00,riset 20 detik: menteri nya non kesehatan dan berkecimpung diurusan satgas covid (sisi ekonomi) trus wakilnya katanya sih epidemiologist handal di indo,2
2020-12-22T09:07:14+00:00,menteri kesehatan trus saja diganti satgas covid-19 trus aja diganti tpi tak kunjung selesai covid di negeri ini bahkan wuhan saja yg awal mula covid sudah selesai dengan permasalahan covidnya. Eh indonesia bukannya selesai malah ada yg jadi korupsi,0
2020-12-21T17:57:09+00:00,"Saran buat tv nasional ga usah pake acara review thn 2020... Harapan bla bla ...
 Udah isi dangdut semongko aja
 Ntar kasian menteri goyang ubur ubur dan genjot wisata untuk cegah covid",2
2020-12-21T13:05:34+00:00,"Dalam kondisi pandemi covid-19, Resesi ekonomi, penganguran dmn2, Korupsi dua menteri dan lain2, Minggir dulu kalian, jangan paksain bela rezim terus. Piknik dulu sana. Biar fresh. 
 
 Siapa tau pulang piknik langsung TOBAT! #TangkapAnakLurah",0
2020-12-21T10:36:00+00:00,"@FBU72 @marlina_idha @Kemlu_RI @KemenkeuRI Sepertinya kurang penting koordinasi.. yg penting ucap dulu refisi belakanganðŸ˜€
 Hampir semua menteri apa lagi awal covid 19 Baru dtng .
 AncoorðŸ˜¬ðŸ˜€",0
2020-12-21T07:02:46+00:00,@to_doman @CNNIndonesia Cekatan dr mananya? Diawal covid statement menteri nya ngawur semua ðŸ˜…,0
2020-12-20T20:03:21+00:00,"Bansos covid-19 di korup ... anaknya, partainya, menteri dst
 Apalagi Vaksin covid !!!
 
 Lanjoott....
 Ooohh
 Oooiohhhh
 Oooooohhhhh
 Sampe kodok jadi pangeran. ðŸ˜²ðŸ˜²ðŸ˜²ðŸ˜²",0
2020-12-19T13:52:48+00:00,"@geloraco Covid itu propaganda China komunis... 
 media maenstream satu suara dengan rezim Jokowi mempropagandakan virus ini berbahaya...
 Padahal kenyataannya menteri nya Jokowi tak ada yg mati satupun kena covid",0
2020-12-19T11:42:03+00:00,"@KemensosRI tanya pak menteri kok ada org suami istri PNS gol.3, dapat bantuan covid sebesar 900rb dan org yg cukup mampu jg dapat melalui desa sebenarnya data darimana ya parameter nya.",0
2020-12-19T05:39:15+00:00,@jokowi Presiden Jokowi jadi orang pertama yang akan divaksin COVID-19. Tapi siapa yang jadi orang pertama yang dihukum MATI karena KORUPSI??? Mantan menteri KKP atau Mantan menteri Sosial??? Atau dua2 nya???,0
2020-12-19T00:42:09+00:00,"Goyang ubur ubur menteri ,posting dipesawat kalo covid ga ada ngaruh!!!",2
2020-12-18T14:24:36+00:00,"Mantap para samurai jepang pun ikut serta turut aksi demo, para samurai pasti geram curiga bantuan kemanusiaan covid dari pemerintah jepang pun di tilep ama menteri sosial. Bikin maluu",0
2020-12-18T08:50:55+00:00,"Pak menteri @Kemenparekraf, @wishnutama
 , @jokowi, kalo saja pemerintah mau memberikan subsidi atau malah di gratiskan untuk test rapid antigen, pasti byk peminat, dgnn bgt penyebaran covid bisa dikendalikan dan perekonomian khususnya di pariwisata bisa hidup. SemogaðŸ™",1
2020-12-18T08:12:18+00:00,Pak dahlan cuma dilingkungan dia aja yg orang2 kaya ... coba sekali2 liat rakyat miskin yg menurut survei BPS meningkat 2x lipat ... BLT aja jadi suatu yg di tunggu2 ini kok bayar tes covid.. benar2 orang yg ga peka bapak ini ..,0
2020-12-17T10:37:44+00:00,"Coba kita kilas balik terhadap masalah yang belum terselesaikan. Mulai dari dampak pandemi Covid-19, dalam sektor ekonomi, pendidikan dll. Kasus korupsi juga yang melibatkan 2 menteri pak presiden menjadi tersangkanya. Dan hal2 lainnya yang sifatnya urgent bagi rakyat,",0
2020-12-17T01:26:43+00:00,"1. Covid-19 muncul
 2. Diberlakukan Karantina dan PSBB 
 3. Rakyat kecil kewalahan karna tidak ada pemasukan
 4. Bantuan pemerintah tak bisa diharapkan
 5. Taunya, dana bantuan covid-19 dimakan sendiri sama menteri sosial
 6. New Normal dgnn protokol kesehatan, biar ekonomi bisa pulih",0
2020-12-16T15:00:14+00:00,"Yaa siapa aja lah bang, yang penting uang refundnya bisa balik 100% atau kalo harus rapid antigen yaa harganya nggak gila juga.
 Yang buat aturan sih bukan kemenhub atau kai , tapi di atasnya lagi. sapa tuh menteri y",0
2020-12-16T14:10:40+00:00,@yusuf_dumdum @aagym menteri korupsi dana covid gmna ini hukum mati ga ? Kan dulu ada yg ngomong yg korupsi dana covid mau di hukum mati,0
2020-12-16T09:06:09+00:00,@dr_koko28 gak usah di rayain dok... soalnya blm terbukti bisa menyembuhkan pasien covid kecuali pak Jokowi dan para menteri yg coba duluan baru rakyat belakangan,2
2020-12-16T05:37:34+00:00,"mas menteri istri sy terpapar COVID, kami sekelg ISM, tapi anak kami diwajibkan datang ke sekolah samaN 4 SBY untuk remidi offline mohon attensinya @Nadiem_Makarim",1
2020-12-16T04:14:01+00:00,"@CNNIndonesia Setuju , kami rakyat sangat sejutu jika presiden pak @jokowi , duluan di suntik vaksin covid , setelah itu aparatur negara DPR dan menteri- menteri serta pejabat lainnya,, gimana setuju gak ðŸ‡®ðŸ‡© ku. ??",1
2020-12-16T01:43:07+00:00,"@Mencari_DPO Hehe...hal itu yang akan kita push bersama....!!
 
 tapi tetap kita sebagai warga negara WAJIB BANGGA atas prestasi yg telah diraih pakde bersama beberapa Gubernur, menteri dan BUMN yg bisa meraih PENGHARGAAN INTERNASIONAL disaat Pandemi Covid-1",1
2020-12-15T10:50:07+00:00,"@WEWicaksono @tirta_hudhi Masalahnya masih banyak yang belum percaya dengan keamanan vaksin covid,kemarin-kemarin aja perwakilan pihak IDI enggan pake duluan,malah meminta menteri-menteri yang pake duluan hhe",0
2020-12-15T04:45:18+00:00,"LN Covidnya Ganas sampai Pejabat Pun dimatikannya.. 
 Dinegriku menteri yg matikan Covid diambil Duitnya.. 
 ðŸ˜‚ ðŸ˜… ðŸ˜…",0
2020-12-14T23:02:41+00:00,"@tribunnews Harusnya pemerintah bertanggung jawab dgnn adanya covid 19 dan vaksin hrs gratis ini kok umek tarik2an harga,dr pd uangnya digrogoti tikus2 curut oleh menteri kkp mensos itu yg baru kecyduk kpk yakin msh banyak yg lain tinggal tunggu tgl mainnya",0
2020-12-14T16:43:48+00:00,"Sudah ya , utk ap bertikai lagi . Bentar lg tahun baru. Cukup fokus covid 19 , dan kinerja menteri skrg. Kalau ga bs kerja atau cm normal2 aja ga ada terobosan , wajib hukum nya treak minta diganti.",1
2020-12-14T13:08:04+00:00,"@VIVAcoid menteri korupsi menunjukkan sdh tidak ada hati nurani dan keadilan, bantuan covid untuk rakyat kok bisa2nya di tilep per@ 10 rb",0
2020-12-14T11:36:12+00:00,"@republikaonline Pak menteri, pastikan dulu status Covid-19 saat ini. PSBB atau Karantina Wilayah, kalau karantina wilayah semua ditanggung Negara | salam hormat",1
2020-12-14T09:20:23+00:00,@VIVAcoid Mending pak menteri umumin para pejabat negara siap jadi yg prtama d vaksin covid-19.,2
2020-12-14T02:45:06+00:00,@geloraco Terserah yg penting jangan ngemaling kayak juliari batubara... malu maluin yg di colong bantuan masyarakat terdampak covid lagi..... kpk harus buat undang2 baru klo menteri korup di bui di nusakambangan lalu di dor .... biar efek jera buat korup,0
2020-12-14T01:19:20+00:00,@BiLLRaY2019 menteri yang Curi Uang dana bantuan Covid dari PDIP apa kabarnya ?,0
2020-12-13T16:40:09+00:00,"Dah paling bener tu gaji menteri, jendral, dirut BUMN, Presiden, konglomerat kelewat kaya tu dipotong buat subsidi biaya penanganan covid, termasuk biaya distribusi vaksin. Mereka kalo gamau ya keliatan dong klo emang tu orang2 jahat ga peduli rakyat sendiri.",0
